matchid,bo,PlayerId,PlayerName,runeId,iconKey
9691,3,3547,FPXCare,5008,StatModsAdaptiveForceIcon
9691,3,3547,FPXCare,5003,StatModsMagicResIcon
9691,3,1266,FPXLwx,8008,LethalTempoTemp
9691,3,1266,FPXLwx,9111,Triumph
9691,3,1266,FPXLwx,9104,LegendAlacrity
9691,3,1266,FPXLwx,8299,LastStand
9691,3,1266,FPXLwx,8139,GreenTerror_TasteOfBlood
9691,3,1266,FPXLwx,8135,TreasureHunter
9691,3,1266,FPXLwx,5005,StatModsAttackSpeedIcon
9691,3,1266,FPXLwx,5008,StatModsAdaptiveForceIcon
9691,3,1266,FPXLwx,5002,StatModsArmorIcon
9691,3,2804,FPXLele,8229,ArcaneComet
9691,3,2804,FPXLele,8226,ManaflowBand
9691,3,2804,FPXLele,8234,CelerityTemp
9691,3,2804,FPXLele,8237,Scorch
9691,3,2804,FPXLele,8304,MagicalFootwear
9691,3,2804,FPXLele,8345,BiscuitDelivery
9691,3,2804,FPXLele,5008,StatModsAdaptiveForceIcon
9691,3,2804,FPXLele,5008,StatModsAdaptiveForceIcon
9691,3,2804,FPXLele,5002,StatModsArmorIcon
9691,3,2027,WEBiubiu,8437,GraspOfTheUndying
9691,3,2027,WEBiubiu,8446,Demolish
9691,3,2027,WEBiubiu,8444,SecondWind
9691,3,2027,WEBiubiu,8451,Overgrowth
9691,3,2027,WEBiubiu,8345,BiscuitDelivery
9691,3,2027,WEBiubiu,8347,CosmicInsight
9691,3,2027,WEBiubiu,5005,StatModsAttackSpeedIcon
9691,3,2027,WEBiubiu,5003,StatModsMagicResIcon
9691,3,2027,WEBiubiu,5003,StatModsMagicResIcon
9691,3,3515,WEHeng,8010,Conqueror
9691,3,3515,WEHeng,9111,Triumph
9691,3,3515,WEHeng,9104,LegendAlacrity
9691,3,3515,WEHeng,8014,CoupDeGrace
9691,3,3515,WEHeng,8304,MagicalFootwear
9691,3,3515,WEHeng,8347,CosmicInsight
9691,3,3515,WEHeng,5005,StatModsAttackSpeedIcon
9691,3,3515,WEHeng,5008,StatModsAdaptiveForceIcon
9691,3,3515,WEHeng,5002,StatModsArmorIcon
9691,3,3064,WEShanks,8369,FirstStrike
9691,3,3064,WEShanks,8304,MagicalFootwear
9691,3,3064,WEShanks,8345,BiscuitDelivery
9691,3,3064,WEShanks,8347,CosmicInsight
9691,3,3064,WEShanks,8226,ManaflowBand
9691,3,3064,WEShanks,8237,Scorch
